#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,Stopped,End of File
10366,05-19-2024 15:50:50,21.31,49.20,10.24,,,
10367,05-19-2024 16:00:50,21.22,51.73,10.91,,,
10368,05-19-2024 16:10:50,21.82,57.73,13.14,,,
10369,05-19-2024 16:20:50,22.81,46.98,10.92,,,
10370,05-19-2024 16:30:50,24.70,43.89,11.61,,,
10371,05-19-2024 16:40:50,27.06,35.62,10.57,,,
10372,05-19-2024 16:50:50,28.04,36.00,11.59,,,
10373,05-19-2024 17:00:50,28.47,36.40,12.14,,,
10374,05-19-2024 17:10:50,29.30,37.58,13.36,,,
10375,05-19-2024 17:20:50,28.52,34.83,11.51,,,
10376,05-19-2024 17:30:50,28.02,37.39,12.15,,,
10377,05-19-2024 17:40:50,23.49,45.06,10.91,,,
10378,05-19-2024 17:50:50,21.87,44.79,9.35,,,
10379,05-19-2024 18:00:50,17.80,55.75,8.86,,,
10380,05-19-2024 18:10:50,16.11,63.94,9.30,,,
10381,05-19-2024 18:20:50,15.04,66.13,8.79,,,
10382,05-19-2024 18:30:50,14.51,68.78,8.86,,,
10383,05-19-2024 18:40:50,14.14,65.78,7.85,,,
10384,05-19-2024 18:50:50,13.67,70.91,8.50,,,
10385,05-19-2024 19:00:50,12.92,71.71,7.95,,,
10386,05-19-2024 19:10:50,12.35,71.67,7.39,,,
10387,05-19-2024 19:20:50,12.00,73.14,7.35,,,
10388,05-19-2024 19:30:50,11.59,74.52,7.23,,,
10389,05-19-2024 19:40:50,11.32,74.53,6.97,,,
10390,05-19-2024 19:50:50,11.15,75.31,6.96,,,
10391,05-19-2024 20:00:50,10.89,77.08,7.05,,,
10392,05-19-2024 20:10:50,10.64,78.40,7.05,,,
10393,05-19-2024 20:20:50,10.59,77.68,6.87,,,
10394,05-19-2024 20:30:50,10.39,79.86,7.07,,,
10395,05-19-2024 20:40:50,10.24,79.18,6.80,,,
10396,05-19-2024 20:50:50,10.06,80.83,6.93,,,
10397,05-19-2024 21:00:50,9.66,80.95,6.56,,,
10398,05-19-2024 21:10:50,9.14,81.24,6.10,,,
10399,05-19-2024 21:20:50,8.63,82.80,5.88,,,
10400,05-19-2024 21:30:50,8.28,83.43,5.64,,,
10401,05-19-2024 21:40:50,8.00,83.84,5.44,,,
10402,05-19-2024 21:50:50,7.74,84.78,5.35,,,
10403,05-19-2024 22:00:50,7.77,86.84,5.73,,,
10404,05-19-2024 22:10:50,7.56,86.87,5.52,,,
10405,05-19-2024 22:20:50,7.41,87.12,5.41,,,
10406,05-19-2024 22:30:50,7.35,86.65,5.28,,,
10407,05-19-2024 22:40:50,7.24,86.51,5.14,,,
10408,05-19-2024 22:50:50,7.10,86.90,5.07,,,
10409,05-19-2024 23:00:50,7.67,86.21,5.52,,,
10410,05-19-2024 23:10:50,7.57,84.21,5.08,,,
10411,05-19-2024 23:20:50,7.24,84.63,4.83,,,
10412,05-19-2024 23:30:50,7.34,86.99,5.33,,,
10413,05-19-2024 23:40:50,7.38,87.03,5.37,,,
10414,05-19-2024 23:50:50,7.38,86.61,5.30,,,
10415,05-20-2024 00:00:50,7.23,87.59,5.31,,,
10416,05-20-2024 00:10:50,7.28,88.18,5.46,,,
10417,05-20-2024 00:20:50,7.16,88.10,5.33,,,
10418,05-20-2024 00:30:50,7.12,87.97,5.27,,,
10419,05-20-2024 00:40:50,7.19,88.38,5.41,,,
10420,05-20-2024 00:50:50,7.39,88.17,5.56,,,
10421,05-20-2024 01:00:50,7.56,87.89,5.69,,,
10422,05-20-2024 01:10:50,7.55,87.49,5.61,,,
10423,05-20-2024 01:20:50,7.26,87.00,5.25,,,
10424,05-20-2024 01:30:50,7.22,88.10,5.38,,,
10425,05-20-2024 01:40:50,7.16,87.13,5.17,,,
10426,05-20-2024 01:50:50,7.04,86.69,4.98,,,
10427,05-20-2024 02:00:50,6.87,87.61,4.96,,,
10428,05-20-2024 02:10:50,6.64,87.73,4.75,,,
10429,05-20-2024 02:20:50,6.60,89.41,4.99,,,
10430,05-20-2024 02:30:50,6.71,88.91,5.02,,,
10431,05-20-2024 02:40:50,6.71,88.40,4.94,,,
10432,05-20-2024 02:50:50,6.89,87.64,4.99,,,
10433,05-20-2024 03:00:50,6.91,87.67,5.02,,,
10434,05-20-2024 03:10:50,7.05,87.94,5.20,,,
10435,05-20-2024 03:20:50,6.79,88.26,4.99,,,
10436,05-20-2024 03:30:50,6.74,87.61,4.84,,,
10437,05-20-2024 03:40:50,6.52,88.18,4.71,,,
10438,05-20-2024 03:50:50,6.35,89.05,4.68,,,
10439,05-20-2024 04:00:50,6.30,89.21,4.66,,,
10440,05-20-2024 04:10:50,6.75,89.82,5.21,,,
10441,05-20-2024 04:20:50,7.02,88.88,5.32,,,
10442,05-20-2024 04:30:50,7.46,88.13,5.63,,,
10443,05-20-2024 04:40:50,7.77,87.74,5.88,,,
10444,05-20-2024 04:50:50,7.68,87.05,5.67,,,
10445,05-20-2024 05:00:50,7.45,86.39,5.34,,,
10446,05-20-2024 05:10:50,7.24,86.90,5.21,,,
10447,05-20-2024 05:20:50,7.14,87.06,5.14,,,
10448,05-20-2024 05:30:50,7.11,88.30,5.31,,,
10449,05-20-2024 05:40:50,7.01,88.86,5.31,,,
10450,05-20-2024 05:50:50,7.03,89.39,5.41,,,
10451,05-20-2024 06:00:50,7.32,89.63,5.74,,,
10452,05-20-2024 06:10:50,7.40,89.88,5.85,,,
10453,05-20-2024 06:20:50,7.48,89.95,5.95,,,
10454,05-20-2024 06:30:50,7.71,89.71,6.13,,,
10455,05-20-2024 06:40:50,8.01,89.22,6.35,,,
10456,05-20-2024 06:50:50,8.42,88.02,6.56,,,
10457,05-20-2024 07:00:50,8.86,87.12,6.84,,,
10458,05-20-2024 07:10:50,9.14,85.87,6.90,,,
10459,05-20-2024 07:20:50,9.61,86.07,7.40,,,
10460,05-20-2024 07:30:50,10.28,83.67,7.65,,,
10461,05-20-2024 07:40:50,10.94,86.17,8.73,,,
10462,05-20-2024 07:50:50,11.89,86.74,9.76,,,
10463,05-20-2024 08:00:50,12.86,87.84,10.90,,,
10464,05-20-2024 08:10:50,13.97,78.19,10.25,,,
10465,05-20-2024 08:20:50,14.26,74.95,9.90,,,
10466,05-20-2024 08:30:50,14.37,70.23,9.03,,,
10467,05-20-2024 08:40:50,15.10,73.21,10.35,,,
10468,05-20-2024 08:50:50,15.90,66.87,9.77,,,
10469,05-20-2024 09:00:50,15.86,72.52,10.94,,,
10470,05-20-2024 09:10:50,16.45,65.34,9.94,,,
10471,05-20-2024 09:20:50,17.06,66.56,10.80,,,
10472,05-20-2024 09:30:50,17.33,63.57,10.37,,,
10473,05-20-2024 09:40:50,17.54,64.40,10.77,,,
10474,05-20-2024 09:50:50,18.49,65.16,11.84,,,
10475,05-20-2024 10:00:50,18.24,61.05,10.62,,,
10476,05-20-2024 10:10:50,18.91,59.93,10.97,,,
10477,05-20-2024 10:20:50,18.66,57.68,10.17,,,
10478,05-20-2024 10:30:50,19.01,57.23,10.38,,,
10479,05-20-2024 10:40:50,19.24,58.25,10.85,,,
10480,05-20-2024 10:50:50,18.92,59.81,10.95,,,
10481,05-20-2024 11:00:50,19.16,58.82,10.93,,,
10482,05-20-2024 11:10:50,19.84,54.79,10.50,,,
10483,05-20-2024 11:20:50,19.94,61.82,12.41,,,
10484,05-20-2024 11:30:50,19.63,62.33,12.25,,,
10485,05-20-2024 11:40:50,19.52,57.58,10.94,,,
10486,05-20-2024 11:50:50,19.15,62.27,11.78,,,
10487,05-20-2024 12:00:50,19.31,59.76,11.31,,,
10488,05-20-2024 12:10:50,19.52,60.22,11.62,,,
10489,05-20-2024 12:20:50,20.34,64.89,13.54,,,
10490,05-20-2024 12:30:50,20.83,57.80,12.23,,,
10491,05-20-2024 12:40:50,20.99,58.86,12.65,,,
10492,05-20-2024 12:50:50,20.69,54.14,11.10,,,
10493,05-20-2024 13:00:50,19.36,54.97,10.10,,,
10494,05-20-2024 13:10:50,19.28,59.40,11.19,,,
10495,05-20-2024 13:20:50,19.08,62.21,11.70,,,
10496,05-20-2024 13:30:50,19.07,55.21,9.89,,,
10497,05-20-2024 13:40:50,19.27,55.05,10.04,,,
10498,05-20-2024 13:50:50,18.96,57.59,10.42,,,
10499,05-20-2024 14:00:50,19.51,56.10,10.54,,,
10500,05-20-2024 14:10:50,19.57,55.94,10.56,,,
10501,05-20-2024 14:20:50,19.89,53.68,10.24,,,
10502,05-20-2024 14:30:50,20.36,48.69,9.22,,,
10503,05-20-2024 14:40:50,20.13,49.57,9.27,,,
10504,05-20-2024 14:50:50,19.84,58.20,11.41,,,
10505,05-20-2024 15:00:50,20.35,55.91,11.28,,,
10506,05-20-2024 15:10:50,20.30,58.11,11.81,,,
10507,05-20-2024 15:20:50,19.71,58.44,11.35,,,
10508,05-20-2024 15:30:50,19.69,58.70,11.39,,,
10509,05-20-2024 15:40:50,20.17,54.66,10.77,,,
10510,05-20-2024 15:50:50,20.95,54.19,11.37,,,
10511,05-20-2024 16:00:50,21.20,57.17,12.41,,,
10512,05-20-2024 16:10:50,22.06,56.96,13.15,,,
10513,05-20-2024 16:20:50,22.94,52.98,12.86,,,
10514,05-20-2024 16:30:50,24.82,50.43,13.84,,,
10515,05-20-2024 16:40:50,27.57,43.79,14.17,,,
10516,05-20-2024 16:50:50,28.98,36.77,12.74,,,
10517,05-20-2024 17:00:50,28.62,42.37,14.61,,,
10518,05-20-2024 17:10:50,27.78,40.82,13.27,,,
10519,05-20-2024 17:20:50,27.39,42.72,13.62,,,
10520,05-20-2024 17:30:50,26.68,43.07,13.11,,,
10521,05-20-2024 17:40:50,23.66,46.82,11.64,,,
10522,05-20-2024 17:50:50,21.92,50.32,11.14,,,
10523,05-20-2024 18:00:50,19.11,55.53,10.02,,,
10524,05-20-2024 18:10:50,18.42,60.29,10.61,,,
10525,05-20-2024 18:20:50,16.84,64.88,10.21,,,
10526,05-20-2024 18:30:50,15.81,66.97,9.70,,,
10527,05-20-2024 18:40:50,14.93,65.92,8.63,,,
10528,05-20-2024 18:50:50,14.32,70.00,8.93,,,
10529,05-20-2024 19:00:50,14.09,69.09,8.52,,,
10530,05-20-2024 19:10:50,13.94,68.56,8.27,,,
10531,05-20-2024 19:20:50,13.78,73.44,9.13,,,
10532,05-20-2024 19:30:50,13.63,71.15,8.51,,,
10533,05-20-2024 19:40:50,13.44,71.64,8.43,,,
10534,05-20-2024 19:50:50,13.33,72.46,8.49,,,
10535,05-20-2024 20:00:50,13.15,73.01,8.43,,,
10536,05-20-2024 20:10:50,12.81,73.58,8.23,,,
10537,05-20-2024 20:20:50,12.34,74.70,7.99,,,
10538,05-20-2024 20:30:50,11.99,75.91,7.88,,,
10539,05-20-2024 20:40:50,11.60,77.15,7.75,,,
10540,05-20-2024 20:50:50,11.18,78.74,7.64,,,
10541,05-20-2024 21:00:50,10.58,81.45,7.55,,,
10542,05-20-2024 21:10:50,10.20,82.42,7.35,,,
10543,05-20-2024 21:20:50,9.96,82.30,7.10,,,
10544,05-20-2024 21:30:50,9.62,83.82,7.03,,,
10545,05-20-2024 21:40:50,9.60,82.17,6.71,,,
10546,05-20-2024 21:50:50,9.36,82.50,6.54,,,
10547,05-20-2024 22:00:50,9.38,83.93,6.81,,,
10548,05-20-2024 22:10:50,9.29,84.43,6.80,,,
10549,05-20-2024 22:20:50,9.25,84.36,6.76,,,
10550,05-20-2024 22:30:50,9.15,83.42,6.49,,,
10551,05-20-2024 22:40:50,9.06,83.37,6.40,,,
10552,05-20-2024 22:50:50,9.25,83.61,6.63,,,
10553,05-20-2024 23:00:50,9.81,83.42,7.15,,,
10554,05-20-2024 23:10:50,10.34,81.25,7.27,,,
10555,05-20-2024 23:20:50,10.72,80.27,7.47,,,
10556,05-20-2024 23:30:50,10.86,78.31,7.25,,,
10557,05-20-2024 23:40:50,10.73,75.62,6.61,,,
10558,05-20-2024 23:50:50,10.63,77.93,6.95,,,
10559,05-21-2024 00:00:50,10.70,77.87,7.01,,,
10560,05-21-2024 00:10:50,10.83,78.09,7.18,,,
10561,05-21-2024 00:20:50,10.77,77.26,6.96,,,
10562,05-21-2024 00:30:50,10.78,79.10,7.31,,,
10563,05-21-2024 00:40:50,10.60,78.32,7.00,,,
10564,05-21-2024 00:50:50,10.68,76.54,6.74,,,
10565,05-21-2024 01:00:50,10.72,76.31,6.73,,,
10566,05-21-2024 01:10:50,10.81,76.24,6.81,,,
10567,05-21-2024 01:20:50,10.77,76.49,6.81,,,
10568,05-21-2024 01:30:50,10.69,76.03,6.65,,,
10569,05-21-2024 01:40:50,10.49,78.64,6.94,,,
10570,05-21-2024 01:50:50,10.27,80.34,7.05,,,
10571,05-21-2024 02:00:50,10.07,81.22,7.01,,,
10572,05-21-2024 02:10:50,9.97,81.22,6.91,,,
10573,05-21-2024 02:20:50,9.95,82.51,7.12,,,
10574,05-21-2024 02:30:50,9.83,82.36,6.98,,,
10575,05-21-2024 02:40:50,9.82,82.53,7.00,,,
10576,05-21-2024 02:50:50,9.69,82.35,6.84,,,
10577,05-21-2024 03:00:50,9.64,82.42,6.80,,,
10578,05-21-2024 03:10:50,9.52,83.57,6.89,,,
10579,05-21-2024 03:20:50,9.53,83.99,6.97,,,
10580,05-21-2024 03:30:50,9.67,83.78,7.07,,,
10581,05-21-2024 03:40:50,9.78,83.38,7.11,,,
10582,05-21-2024 03:50:50,9.90,83.28,7.20,,,
10583,05-21-2024 04:00:50,9.88,83.34,7.19,,,
10584,05-21-2024 04:10:50,9.74,85.60,7.45,,,
10585,05-21-2024 04:20:50,9.54,87.12,7.52,,,
10586,05-21-2024 04:30:50,9.42,88.22,7.58,,,
10587,05-21-2024 04:40:50,9.31,89.24,7.64,,,
10588,05-21-2024 04:50:50,9.22,90.63,7.78,,,
10589,05-21-2024 05:00:50,9.10,91.85,7.86,,,
10590,05-21-2024 05:10:50,9.07,92.35,7.91,,,
10591,05-21-2024 05:20:50,9.02,92.78,7.92,,,
10592,05-21-2024 05:30:50,9.00,93.15,7.96,,,
10593,05-21-2024 05:40:50,8.91,93.21,7.88,,,
10594,05-21-2024 05:50:50,8.92,93.54,7.94,,,
10595,05-21-2024 06:00:50,8.90,93.76,7.96,,,
10596,05-21-2024 06:10:50,8.90,93.78,7.96,,,
10597,05-21-2024 06:20:50,8.94,94.01,8.04,,,
10598,05-21-2024 06:30:50,9.10,94.30,8.24,,,
10599,05-21-2024 06:40:50,9.14,94.13,8.25,,,
10600,05-21-2024 06:50:50,9.12,94.23,8.25,,,
10601,05-21-2024 07:00:50,9.17,94.38,8.32,,,
10602,05-21-2024 07:10:50,9.29,94.62,8.48,,,
10603,05-21-2024 07:20:50,9.33,94.65,8.52,,,
10604,05-21-2024 07:30:50,9.37,94.66,8.57,,,
10605,05-21-2024 07:40:50,9.41,94.78,8.63,,,
10606,05-21-2024 07:50:50,9.53,95.06,8.79,,,
10607,05-21-2024 08:00:50,9.56,95.05,8.82,,,
10608,05-21-2024 08:10:50,9.53,94.92,8.77,,,
10609,05-21-2024 08:20:50,9.61,95.22,8.89,,,
10610,05-21-2024 08:30:50,9.70,95.22,8.99,,,
10611,05-21-2024 08:40:50,9.72,95.17,9.00,,,
10612,05-21-2024 08:50:50,9.70,95.16,8.98,,,
10613,05-21-2024 09:00:50,9.66,95.17,8.93,,,
10614,05-21-2024 09:10:50,9.63,95.37,8.93,,,
10615,05-21-2024 09:20:50,9.50,95.23,8.78,,,
10616,05-21-2024 09:30:50,9.39,95.18,8.67,,,
10617,05-21-2024 09:40:50,9.40,95.54,8.74,,,
10618,05-21-2024 09:50:50,9.41,95.55,8.75,,,
10619,05-21-2024 10:00:50,9.42,95.50,8.75,,,
10620,05-21-2024 10:10:50,9.54,95.78,8.91,,,
10621,05-21-2024 10:20:50,9.64,95.96,9.04,,,
10622,05-21-2024 10:30:50,9.76,95.54,9.09,,,
10623,05-21-2024 10:40:50,9.66,95.36,8.96,,,
10624,05-21-2024 10:50:50,9.70,95.72,9.06,,,
10625,05-21-2024 11:00:50,9.93,95.97,9.33,,,
10626,05-21-2024 11:10:50,10.07,95.88,9.45,,,
10627,05-21-2024 11:20:50,10.07,95.72,9.43,,,
10628,05-21-2024 11:30:50,10.16,95.76,9.53,,,
10629,05-21-2024 11:40:50,10.34,96.03,9.74,,,
10630,05-21-2024 11:50:50,10.28,95.45,9.60,,,
10631,05-21-2024 12:00:50,10.25,95.82,9.62,,,
10632,05-21-2024 12:10:50,10.43,95.84,9.81,,,
10633,05-21-2024 12:20:50,10.59,95.79,9.96,,,
10634,05-21-2024 12:30:50,10.81,95.77,10.17,,,
10635,05-21-2024 12:40:50,10.75,95.30,10.05,,,
10636,05-21-2024 12:50:50,10.70,95.56,10.03,,,
10637,05-21-2024 13:00:50,10.80,95.75,10.16,,,
10638,05-21-2024 13:10:50,10.81,95.64,10.15,,,
10639,05-21-2024 13:20:50,10.72,95.74,10.08,,,
10640,05-21-2024 13:30:50,10.70,95.70,10.05,,,
10641,05-21-2024 13:40:50,10.56,95.44,9.88,,,
10642,05-21-2024 13:50:50,10.60,95.64,9.95,,,
10643,05-21-2024 14:00:50,10.67,95.78,10.03,,,
10644,05-21-2024 14:10:50,10.78,95.81,10.15,,,
10645,05-21-2024 14:20:50,10.81,95.90,10.19,,,
10646,05-21-2024 14:30:50,10.86,95.84,10.24,,,
10647,05-21-2024 14:40:50,10.80,95.60,10.13,,,
10648,05-21-2024 14:50:50,10.73,95.93,10.12,,,
10649,05-21-2024 15:00:50,10.84,95.94,10.23,,,
10650,05-21-2024 15:10:50,10.96,96.11,10.37,,,
10651,05-21-2024 15:20:50,10.93,95.94,10.32,,,
10652,05-21-2024 15:30:50,10.98,95.97,10.37,,,
10653,05-21-2024 15:40:50,11.12,96.09,10.53,,,
10654,05-21-2024 15:50:50,11.10,96.01,10.50,,,
10655,05-21-2024 16:00:50,11.11,95.91,10.49,,,
10656,05-21-2024 16:10:50,11.25,95.94,10.64,,,
10657,05-21-2024 16:20:50,11.33,96.22,10.77,,,
10658,05-21-2024 16:30:50,11.48,96.08,10.89,,,
10659,05-21-2024 16:40:50,11.73,96.43,11.19,,,
10660,05-21-2024 16:50:50,11.72,95.94,11.11,,,
10661,05-21-2024 17:00:50,11.62,95.78,10.99,,,
10662,05-21-2024 17:10:50,11.60,96.06,11.01,,,
10663,05-21-2024 17:20:50,11.52,95.69,10.87,,,
10664,05-21-2024 17:30:50,11.46,96.03,10.86,,,
10665,05-21-2024 17:40:50,11.51,95.99,10.90,,,
10666,05-21-2024 17:50:50,11.40,95.92,10.78,,,
10667,05-21-2024 18:00:50,11.37,95.98,10.76,,,
10668,05-21-2024 18:10:50,11.23,95.82,10.60,,,
10669,05-21-2024 18:20:50,11.23,96.13,10.65,,,
10670,05-21-2024 18:30:50,11.22,96.21,10.65,,,
10671,05-21-2024 18:40:50,11.26,96.33,10.71,,,
10672,05-21-2024 18:50:50,11.24,96.22,10.67,,,
10673,05-21-2024 19:00:50,11.20,96.23,10.64,,,
10674,05-21-2024 19:10:50,11.27,96.29,10.71,,,
10675,05-21-2024 19:20:50,11.12,96.07,10.53,,,
10676,05-21-2024 19:30:50,11.05,96.24,10.49,,,
10677,05-21-2024 19:40:50,10.98,96.18,10.41,,,
10678,05-21-2024 19:50:50,10.96,96.26,10.40,,,
10679,05-21-2024 20:00:50,10.90,96.26,10.34,,,
10680,05-21-2024 20:10:50,10.85,96.35,10.30,,,
10681,05-21-2024 20:20:50,10.83,96.41,10.29,,,
10682,05-21-2024 20:30:50,10.72,96.33,10.17,,,
10683,05-21-2024 20:40:50,10.68,96.34,10.13,,,
10684,05-21-2024 20:50:50,10.63,96.39,10.09,,,
10685,05-21-2024 21:00:50,10.58,96.44,10.05,,,
10686,05-21-2024 21:10:50,10.57,96.52,10.05,,,
10687,05-21-2024 21:20:50,10.55,96.56,10.04,,,
10688,05-21-2024 21:30:50,10.53,96.56,10.02,,,
10689,05-21-2024 21:40:50,10.55,96.66,10.05,,,
10690,05-21-2024 21:50:50,10.19,94.94,9.42,,,
10691,05-21-2024 22:00:50,8.85,94.97,8.09,,,
10692,05-21-2024 22:10:50,8.14,95.49,7.47,,,
10693,05-21-2024 22:20:50,7.83,95.84,7.21,,,
10694,05-21-2024 22:30:50,7.69,96.16,7.12,,,
10695,05-21-2024 22:40:50,7.40,96.11,6.82,,,
10696,05-21-2024 22:50:50,7.04,95.97,6.45,,,
10697,05-21-2024 23:00:50,6.83,96.32,6.29,,,
10698,05-21-2024 23:10:50,6.75,96.46,6.24,,,
10699,05-21-2024 23:20:50,6.68,96.35,6.15,,,
10700,05-21-2024 23:30:50,6.68,96.79,6.21,,,
10701,05-21-2024 23:40:50,7.19,97.40,6.82,,,
10702,05-21-2024 23:50:50,7.57,97.52,7.21,,,
10703,05-22-2024 00:00:50,7.69,97.19,7.28,,,
10704,05-22-2024 00:10:50,7.64,96.82,7.18,,,
10705,05-22-2024 00:20:50,7.57,96.68,7.08,,,
10706,05-22-2024 00:30:50,7.53,96.60,7.03,,,
10707,05-22-2024 00:40:50,7.44,96.56,6.94,,,
10708,05-22-2024 00:50:50,7.47,96.76,7.00,,,
10709,05-22-2024 01:00:50,7.46,96.66,6.97,,,
10710,05-22-2024 01:10:50,7.33,96.50,6.82,,,
10711,05-22-2024 01:20:50,7.28,96.57,6.78,,,
10712,05-22-2024 01:30:50,7.19,96.57,6.69,,,
10713,05-22-2024 01:40:50,7.26,96.79,6.79,,,
10714,05-22-2024 01:50:50,7.27,96.81,6.80,,,
10715,05-22-2024 02:00:50,7.28,96.70,6.80,,,
10716,05-22-2024 02:10:50,7.25,96.77,6.78,,,
10717,05-22-2024 02:20:50,7.20,96.63,6.71,,,
10718,05-22-2024 02:30:50,6.97,96.54,6.46,,,
10719,05-22-2024 02:40:50,6.83,96.54,6.32,,,
10720,05-22-2024 02:50:50,6.46,96.25,5.92,,,
10721,05-22-2024 03:00:50,6.10,96.21,5.55,,,
10722,05-22-2024 03:10:50,6.13,96.60,5.64,,,
10723,05-22-2024 03:20:50,6.39,97.20,5.98,,,
10724,05-22-2024 03:30:50,6.46,97.20,6.06,,,
10725,05-22-2024 03:40:50,6.41,96.99,5.97,,,
10726,05-22-2024 03:50:50,6.35,96.92,5.90,,,
10727,05-22-2024 04:00:50,6.27,96.93,5.83,,,
10728,05-22-2024 04:10:50,6.40,97.08,5.98,,,
10729,05-22-2024 04:20:50,6.31,97.02,5.88,,,
10730,05-22-2024 04:30:50,6.46,97.28,6.07,,,
10731,05-22-2024 04:40:50,6.56,97.25,6.16,,,
10732,05-22-2024 04:50:50,6.56,97.11,6.14,,,
10733,05-22-2024 05:00:50,6.58,97.08,6.16,,,
10734,05-22-2024 05:10:50,6.50,97.02,6.06,,,
10735,05-22-2024 05:20:50,6.63,97.15,6.21,,,
10736,05-22-2024 05:30:50,6.69,97.30,6.30,,,
10737,05-22-2024 05:40:50,6.57,96.95,6.13,,,
10738,05-22-2024 05:50:50,6.56,96.94,6.12,,,
10739,05-22-2024 06:00:50,6.49,96.92,6.04,,,
10740,05-22-2024 06:10:50,6.45,96.97,6.01,,,
10741,05-22-2024 06:20:50,6.59,97.26,6.20,,,
10742,05-22-2024 06:30:50,6.82,97.39,6.44,,,
10743,05-22-2024 06:40:50,7.09,97.53,6.73,,,
10744,05-22-2024 06:50:50,7.29,97.47,6.92,,,
10745,05-22-2024 07:00:50,7.59,97.47,7.22,,,
10746,05-22-2024 07:10:50,7.74,97.26,7.34,,,
10747,05-22-2024 07:20:50,7.88,97.16,7.46,,,
10748,05-22-2024 07:30:50,8.17,97.31,7.78,,,
10749,05-22-2024 07:40:50,8.56,97.31,8.16,,,
10750,05-22-2024 07:50:50,8.88,96.99,8.44,,,
10751,05-22-2024 08:00:50,9.79,97.62,9.44,,,
10752,05-22-2024 08:10:50,10.40,96.59,9.89,,,
10753,05-22-2024 08:20:50,12.70,97.74,12.36,,,
10754,05-22-2024 08:30:50,13.77,95.87,13.14,,,
10755,05-22-2024 08:40:50,13.66,94.13,12.75,,,
10756,05-22-2024 08:50:50,13.52,91.00,12.10,,,
10757,05-22-2024 09:00:50,13.16,92.20,11.93,,,
10758,05-22-2024 09:10:50,13.08,92.00,11.83,,,
10759,05-22-2024 09:20:50,12.11,92.57,10.95,,,
10760,05-22-2024 09:30:50,13.27,94.75,12.47,,,
10761,05-22-2024 09:40:50,14.50,94.26,13.60,,,
10762,05-22-2024 09:50:50,14.89,91.86,13.60,,,
10763,05-22-2024 10:00:50,14.05,92.07,12.80,,,
10764,05-22-2024 10:10:50,14.92,93.23,13.85,,,
10765,05-22-2024 10:20:50,15.32,90.95,13.87,,,
10766,05-22-2024 10:30:50,16.17,91.15,14.74,,,
10767,05-22-2024 10:40:50,16.21,90.57,14.69,,,
10768,05-22-2024 10:50:50,16.72,89.64,15.03,,,
10769,05-22-2024 11:00:50,16.94,88.58,15.06,,,
10770,05-22-2024 11:10:50,15.65,87.09,13.52,,,
10771,05-22-2024 11:20:50,14.96,86.99,12.83,,,
10772,05-22-2024 11:30:50,16.92,83.82,14.19,,,
10773,05-22-2024 11:40:50,17.13,71.29,11.90,,,
10774,05-22-2024 11:50:50,15.36,75.80,11.12,,,
10775,05-22-2024 12:00:50,14.64,78.47,10.95,,,
10776,05-22-2024 12:10:50,16.50,72.35,11.53,,,
10777,05-22-2024 12:20:50,17.51,75.61,13.17,,,
10778,05-22-2024 12:30:50,18.64,64.60,11.85,,,
10779,05-22-2024 12:40:50,18.80,66.33,12.41,,,
10780,05-22-2024 12:50:50,19.41,59.03,11.22,,,
10781,05-22-2024 13:00:50,21.28,48.46,9.98,,,
10782,05-22-2024 13:10:50,18.65,54.05,9.19,,,
10783,05-22-2024 13:20:50,17.45,63.37,10.43,,,
10784,05-22-2024 13:30:50,16.63,64.03,9.82,,,
10785,05-22-2024 13:40:50,16.00,66.19,9.71,,,
10786,05-22-2024 13:50:50,15.57,64.88,9.01,,,
10787,05-22-2024 14:00:50,16.03,64.56,9.37,,,
10788,05-22-2024 14:10:50,17.10,63.83,10.22,,,
10789,05-22-2024 14:20:50,18.73,60.71,11.00,,,
10790,05-22-2024 14:30:50,23.73,49.81,12.65,,,
10791,05-22-2024 14:40:50,25.15,44.56,12.24,,,
10792,05-22-2024 14:50:50,28.47,40.05,13.60,,,
10793,05-22-2024 15:00:50,30.74,35.39,13.70,,,
10794,05-22-2024 15:10:50,31.45,34.84,14.09,,,
10795,05-22-2024 15:20:50,32.12,32.48,13.59,,,
10796,05-22-2024 15:30:50,32.59,32.95,14.22,,,
10797,05-22-2024 15:40:50,32.81,30.83,13.38,,,
10798,05-22-2024 15:50:50,33.05,31.04,13.70,,,
10799,05-22-2024 16:00:50,33.32,30.76,13.79,,,
10800,05-22-2024 16:10:50,33.00,29.93,13.09,,,
10801,05-22-2024 16:20:50,32.01,31.25,12.90,,,
10802,05-22-2024 16:30:50,31.38,31.79,12.62,,,
10803,05-22-2024 16:40:50,30.80,31.45,11.95,,,
10804,05-22-2024 16:50:50,28.90,34.98,11.91,,,
10805,05-22-2024 17:00:50,28.62,34.25,11.35,,,
10806,05-22-2024 17:10:50,29.01,35.38,12.18,,,
10807,05-22-2024 17:20:50,28.19,35.70,11.60,,,
10808,05-22-2024 17:30:50,26.92,37.09,11.05,,,
10809,05-22-2024 17:40:50,25.79,39.31,10.92,,,
10810,05-22-2024 17:50:50,20.98,44.81,8.55,,,
10811,05-22-2024 18:00:50,17.74,53.25,8.12,,,
10812,05-22-2024 18:10:50,16.13,56.65,7.53,,,
10813,05-22-2024 18:20:50,15.17,59.79,7.42,,,
10814,05-22-2024 18:30:50,14.58,63.23,7.69,,,
