#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Started,Host Connected,Low Power Warning,Button Down,Safe Shut down Low Battery,Stopped,End of File
25492,08-31-2024 14:50:02,21.42,75.96,17.02,,,,,,,
25493,08-31-2024 15:00:02,21.47,75.87,17.06,,,,,,,
25494,08-31-2024 15:10:02,21.63,75.78,17.19,,,,,,,
25495,08-31-2024 15:20:02,21.76,73.11,16.75,,,,,,,
25496,08-31-2024 15:30:02,21.61,75.99,17.22,,,,,,,
25497,08-31-2024 15:40:02,21.50,74.18,16.73,,,,,,,
25498,08-31-2024 15:50:02,21.60,75.03,17.01,,,,,,,
25499,08-31-2024 16:00:02,22.02,73.93,17.17,,,,,,,
25500,08-31-2024 16:10:02,22.17,72.23,16.95,,,,,,,
25501,08-31-2024 16:20:02,22.04,71.59,16.69,,,,,,,
25502,08-31-2024 16:30:02,21.83,71.13,16.39,,,,,,,
25503,08-31-2024 16:40:02,21.66,71.07,16.21,,,,,,,
25504,08-31-2024 16:50:02,21.55,72.76,16.48,,,,,,,
25505,08-31-2024 17:00:02,21.46,72.31,16.29,,,,,,,
25506,08-31-2024 17:10:02,21.25,75.04,16.68,,,,,,,
25507,08-31-2024 17:20:02,21.15,74.47,16.45,,,,,,,
25508,08-31-2024 17:30:02,20.99,75.55,16.52,,,,,,,
25509,08-31-2024 17:40:02,20.86,75.85,16.46,,,,,,,
25510,08-31-2024 17:50:02,20.81,76.43,16.54,,,,,,,
25511,08-31-2024 18:00:02,20.74,77.34,16.65,,,,,,,
25512,08-31-2024 18:10:02,20.62,76.23,16.31,,,,,,,
25513,08-31-2024 18:20:02,20.50,76.17,16.18,,,,,,,
25514,08-31-2024 18:30:02,20.36,76.99,16.22,,,,,,,
25515,08-31-2024 18:40:02,20.22,77.55,16.20,,,,,,,
25516,08-31-2024 18:50:02,20.25,76.95,16.09,,,,,,,
25517,08-31-2024 19:00:02,20.26,76.63,16.04,,,,,,,
25518,08-31-2024 19:10:02,20.32,75.96,15.96,,,,,,,
25519,08-31-2024 19:20:02,20.24,77.13,16.12,,,,,,,
25520,08-31-2024 19:30:02,20.11,76.61,15.89,,,,,,,
25521,08-31-2024 19:40:02,19.97,76.83,15.80,,,,,,,
25522,08-31-2024 19:50:02,19.71,78.33,15.85,,,,,,,
25523,08-31-2024 20:00:02,19.42,79.36,15.78,,,,,,,
25524,08-31-2024 20:10:02,19.16,80.62,15.77,,,,,,,
25525,08-31-2024 20:20:02,19.07,80.74,15.70,,,,,,,
25526,08-31-2024 20:30:02,19.00,80.35,15.56,,,,,,,
25527,08-31-2024 20:40:02,18.96,80.45,15.54,,,,,,,
25528,08-31-2024 20:50:02,18.91,80.83,15.56,,,,,,,
25529,08-31-2024 21:00:02,18.73,81.58,15.54,,,,,,,
25530,08-31-2024 21:10:02,18.64,82.07,15.54,,,,,,,
25531,08-31-2024 21:20:02,18.42,82.41,15.39,,,,,,,
25532,08-31-2024 21:30:02,18.22,83.18,15.34,,,,,,,
25533,08-31-2024 21:40:02,18.09,83.64,15.30,,,,,,,
25534,08-31-2024 21:50:02,17.95,83.72,15.18,,,,,,,
25535,08-31-2024 22:00:02,17.81,84.35,15.16,,,,,,,
25536,08-31-2024 22:10:02,17.70,84.68,15.11,,,,,,,
25537,08-31-2024 22:20:02,17.60,84.98,15.06,,,,,,,
25538,08-31-2024 22:30:02,17.50,83.93,14.77,,,,,,,
25539,08-31-2024 22:40:02,17.46,83.58,14.67,,,,,,,
25540,08-31-2024 22:50:02,17.48,83.16,14.61,,,,,,,
25541,08-31-2024 23:00:02,17.52,83.50,14.71,,,,,,,
25542,08-31-2024 23:10:02,17.43,83.87,14.69,,,,,,,
25543,08-31-2024 23:20:02,17.25,84.64,14.66,,,,,,,
25544,08-31-2024 23:30:02,17.08,84.59,14.49,,,,,,,
25545,08-31-2024 23:40:02,16.95,85.14,14.46,,,,,,,
25546,08-31-2024 23:50:02,16.88,85.88,14.52,,,,,,,
25547,09-01-2024 00:00:02,16.71,85.78,14.33,,,,,,,
25548,09-01-2024 00:10:02,16.64,86.25,14.35,,,,,,,
25549,09-01-2024 00:20:02,16.63,86.93,14.47,,,,,,,
25550,09-01-2024 00:30:02,16.73,87.16,14.60,,,,,,,
25551,09-01-2024 00:40:02,16.74,87.76,14.72,,,,,,,
25552,09-01-2024 00:50:02,16.70,88.61,14.83,,,,,,,
25553,09-01-2024 01:00:02,16.72,89.26,14.96,,,,,,,
25554,09-01-2024 01:10:02,16.76,89.37,15.02,,,,,,,
25555,09-01-2024 01:20:02,16.81,89.36,15.07,,,,,,,
25556,09-01-2024 01:30:02,16.85,88.98,15.04,,,,,,,
25557,09-01-2024 01:40:02,16.87,87.98,14.88,,,,,,,
25558,09-01-2024 01:50:02,16.88,87.69,14.84,,,,,,,
25559,09-01-2024 02:00:02,16.78,87.21,14.66,,,,,,,
25560,09-01-2024 02:10:02,16.73,87.58,14.68,,,,,,,
25561,09-01-2024 02:20:02,16.74,87.87,14.74,,,,,,,
25562,09-01-2024 02:30:02,16.70,87.66,14.66,,,,,,,
25563,09-01-2024 02:40:02,16.63,87.49,14.56,,,,,,,
25564,09-01-2024 02:50:02,16.55,87.68,14.51,,,,,,,
25565,09-01-2024 03:00:02,16.41,87.74,14.39,,,,,,,
25566,09-01-2024 03:10:02,16.30,87.92,14.31,,,,,,,
25567,09-01-2024 03:20:02,16.17,88.05,14.21,,,,,,,
25568,09-01-2024 03:30:02,16.18,88.55,14.31,,,,,,,
25569,09-01-2024 03:40:02,16.33,88.04,14.37,,,,,,,
25570,09-01-2024 03:50:02,16.37,88.40,14.47,,,,,,,
25571,09-01-2024 04:00:02,16.37,90.28,14.80,,,,,,,
25572,09-01-2024 04:10:02,16.36,90.26,14.78,,,,,,,
25573,09-01-2024 04:20:02,16.30,89.41,14.57,,,,,,,
25574,09-01-2024 04:30:02,16.18,89.13,14.41,,,,,,,
25575,09-01-2024 04:40:02,16.05,89.34,14.32,,,,,,,
25576,09-01-2024 04:50:02,15.91,90.05,14.30,,,,,,,
25577,09-01-2024 05:00:02,15.81,89.93,14.18,,,,,,,
25578,09-01-2024 05:10:02,15.80,87.60,13.76,,,,,,,
25579,09-01-2024 05:20:02,15.92,86.43,13.68,,,,,,,
25580,09-01-2024 05:30:02,16.03,85.63,13.64,,,,,,,
25581,09-01-2024 05:40:02,16.17,86.77,13.98,,,,,,,
25582,09-01-2024 05:50:02,16.10,88.64,14.24,,,,,,,
25583,09-01-2024 06:00:02,15.96,90.32,14.39,,,,,,,
25584,09-01-2024 06:10:02,15.88,91.97,14.60,,,,,,,
25585,09-01-2024 06:20:02,15.82,92.09,14.55,,,,,,,
25586,09-01-2024 06:30:02,15.75,91.54,14.40,,,,,,,
25587,09-01-2024 06:40:02,15.63,90.38,14.08,,,,,,,
25588,09-01-2024 06:50:02,15.51,89.95,13.88,,,,,,,
25589,09-01-2024 07:00:02,15.47,90.70,13.98,,,,,,,
25590,09-01-2024 07:10:02,15.57,90.77,14.09,,,,,,,
25591,09-01-2024 07:20:02,15.69,90.53,14.16,,,,,,,
25592,09-01-2024 07:30:02,15.85,90.39,14.30,,,,,,,
25593,09-01-2024 07:40:02,16.06,89.64,14.38,,,,,,,
25594,09-01-2024 07:50:02,16.25,89.30,14.50,,,,,,,
25595,09-01-2024 08:00:02,16.41,89.31,14.66,,,,,,,
25596,09-01-2024 08:10:02,16.59,89.09,14.80,,,,,,,
25597,09-01-2024 08:20:02,16.92,89.45,15.19,,,,,,,
25598,09-01-2024 08:30:02,17.48,89.11,15.69,,,,,,,
25599,09-01-2024 08:40:02,18.38,85.89,16.00,,,,,,,
25600,09-01-2024 08:50:02,19.59,82.19,16.49,,,,,,,
25601,09-01-2024 09:00:02,20.93,78.03,16.98,,,,,,,
25602,09-01-2024 09:10:02,22.07,69.71,16.30,,,,,,,
25603,09-01-2024 09:20:02,23.32,64.94,16.38,,,,,,,
25604,09-01-2024 09:30:02,24.28,63.75,16.99,,,,,,,
25605,09-01-2024 09:40:02,25.25,58.98,16.69,,,,,,,
25606,09-01-2024 09:50:02,25.90,57.87,16.99,,,,,,,
25607,09-01-2024 10:00:02,26.43,60.72,18.25,,,,,,,
25608,09-01-2024 10:10:02,25.56,63.21,18.07,,,,,,,
25609,09-01-2024 10:20:02,25.52,68.73,19.38,,,,,,,
25610,09-01-2024 10:30:02,26.06,64.72,18.92,,,,,,,
25611,09-01-2024 10:40:02,25.18,66.07,18.42,,,,,,,
25612,09-01-2024 10:50:02,24.59,68.32,18.39,,,,,,,
25613,09-01-2024 11:00:02,25.15,70.03,19.32,,,,,,,
25614,09-01-2024 11:10:02,25.73,66.32,19.00,,,,,,,
25615,09-01-2024 11:20:02,26.20,63.95,18.86,,,,,,,
25616,09-01-2024 11:30:02,27.14,64.28,19.84,,,,,,,
25617,09-01-2024 11:40:02,28.01,60.04,19.55,,,,,,,
25618,09-01-2024 11:50:02,27.99,60.03,19.53,,,,,,,
25619,09-01-2024 12:00:02,28.18,59.59,19.59,,,,,,,
25620,09-01-2024 12:10:02,27.59,59.81,19.10,,,,,,,
25621,09-01-2024 12:20:02,27.10,62.12,19.24,,,,,,,
25622,09-01-2024 12:30:02,26.84,61.91,18.95,,,,,,,
25623,09-01-2024 12:40:02,27.72,59.72,19.20,,,,,,,
25624,09-01-2024 12:50:02,27.76,60.66,19.49,,,,,,,
25625,09-01-2024 13:00:02,26.50,62.02,18.65,,,,,,,
25626,09-01-2024 13:10:02,27.06,61.29,18.99,,,,,,,
25627,09-01-2024 13:20:02,27.19,60.89,19.00,,,,,,,
25628,09-01-2024 13:30:02,26.86,61.37,18.83,,,,,,,
25629,09-01-2024 13:40:02,25.65,64.31,18.43,,,,,,,
25630,09-01-2024 13:50:02,24.48,66.27,17.80,,,,,,,
25631,09-01-2024 14:00:02,24.04,66.40,17.41,,,,,,,
25632,09-01-2024 14:10:02,23.58,68.32,17.43,,,,,,,
25633,09-01-2024 14:20:02,23.43,68.22,17.26,,,,,,,
25634,09-01-2024 14:30:02,23.32,66.71,16.80,,,,,,,
25635,09-01-2024 14:40:02,23.00,70.08,17.28,,,,,,,
25636,09-01-2024 14:50:02,23.21,70.19,17.50,,,,,,,
25637,09-01-2024 15:00:02,23.05,70.90,17.50,,,,,,,
25638,09-01-2024 15:10:02,23.00,71.52,17.60,,,,,,,
25639,09-01-2024 15:20:02,22.84,69.54,17.00,,,,,,,
25640,09-01-2024 15:30:02,22.96,70.30,17.28,,,,,,,
25641,09-01-2024 15:40:02,23.18,68.70,17.14,,,,,,,
25642,09-01-2024 15:50:02,22.92,68.25,16.78,,,,,,,
25643,09-01-2024 16:00:02,22.77,69.87,17.00,,,,,,,
25644,09-01-2024 16:10:02,22.63,70.25,16.95,,,,,,,
25645,09-01-2024 16:20:02,22.53,69.15,16.61,,,,,,,
25646,09-01-2024 16:30:02,23.06,67.04,16.63,,,,,,,
25647,09-01-2024 16:40:02,23.09,67.85,16.85,,,,,,,
25648,09-01-2024 16:50:02,22.97,67.72,16.70,,,,,,,
25649,09-01-2024 17:00:02,23.08,67.23,16.69,,,,,,,
25650,09-01-2024 17:10:02,23.08,68.91,17.08,,,,,,,
25651,09-01-2024 17:20:02,22.81,70.43,17.17,,,,,,,
25652,09-01-2024 17:30:02,22.70,71.39,17.28,,,,,,,
25653,09-01-2024 17:40:02,22.70,72.06,17.43,,,,,,,
25654,09-01-2024 17:50:02,22.48,72.47,17.30,,,,,,,
25655,09-01-2024 18:00:02,22.09,72.21,16.87,,,,,,,
25656,09-01-2024 18:10:02,21.64,73.39,16.70,,,,,,,
25657,09-01-2024 18:20:02,21.38,74.89,16.77,,,,,,,
25658,09-01-2024 18:30:02,21.29,75.65,16.83,,,,,,,
25659,09-01-2024 18:40:02,21.20,74.66,16.54,,,,,,,
25660,09-01-2024 18:50:02,21.27,75.90,16.86,,,,,,,
25661,09-01-2024 19:00:02,21.10,74.51,16.42,,,,,,,
25662,09-01-2024 19:10:02,20.92,76.45,16.65,,,,,,,
25663,09-01-2024 19:20:02,20.68,75.88,16.29,,,,,,,
25664,09-01-2024 19:30:02,20.48,76.16,16.16,,,,,,,
25665,09-01-2024 19:40:02,20.28,76.63,16.06,,,,,,,
25666,09-01-2024 19:50:02,20.01,77.21,15.92,,,,,,,
25667,09-01-2024 20:00:02,19.63,78.35,15.78,,,,,,,
25668,09-01-2024 20:10:02,19.25,78.52,15.44,,,,,,,
25669,09-01-2024 20:20:02,19.01,79.75,15.45,,,,,,,
25670,09-01-2024 20:30:02,18.88,80.64,15.50,,,,,,,
25671,09-01-2024 20:40:02,18.89,85.52,16.43,,,,,,,
25672,09-01-2024 20:50:02,19.09,84.96,16.52,,,,,,,
25673,09-01-2024 21:00:02,19.07,84.92,16.49,,,,,,,
25674,09-01-2024 21:10:02,19.09,84.19,16.38,,,,,,,
25675,09-01-2024 21:20:02,19.02,84.48,16.37,,,,,,,
25676,09-01-2024 21:30:02,18.94,85.70,16.51,,,,,,,
25677,09-01-2024 21:40:02,18.82,85.56,16.37,,,,,,,
25678,09-01-2024 21:50:02,18.66,85.30,16.16,,,,,,,
25679,09-01-2024 22:00:02,18.57,84.38,15.91,,,,,,,
25680,09-01-2024 22:10:02,18.54,82.99,15.62,,,,,,,
25681,09-01-2024 22:20:02,18.48,79.39,14.86,,,,,,,
25682,09-01-2024 22:30:02,18.32,80.16,14.86,,,,,,,
25683,09-01-2024 22:40:02,18.14,81.51,14.95,,,,,,,
25684,09-01-2024 22:50:02,18.03,82.82,15.08,,,,,,,
25685,09-01-2024 23:00:02,18.00,82.32,14.97,,,,,,,
25686,09-01-2024 23:10:02,18.26,81.37,15.04,,,,,,,
25687,09-01-2024 23:20:02,18.22,82.04,15.12,,,,,,,
25688,09-01-2024 23:30:02,18.04,82.64,15.06,,,,,,,
25689,09-01-2024 23:40:02,17.98,82.30,14.94,,,,,,,
25690,09-01-2024 23:50:02,18.00,81.66,14.84,,,,,,,
25691,09-02-2024 00:00:02,18.23,80.90,14.92,,,,,,,
25692,09-02-2024 00:10:02,18.87,78.99,15.17,,,,,,,
25693,09-02-2024 00:20:02,19.11,77.94,15.19,,,,,,,
25694,09-02-2024 00:30:02,19.12,78.00,15.21,,,,,,,
25695,09-02-2024 00:40:02,19.05,79.07,15.35,,,,,,,
25696,09-02-2024 00:50:02,18.96,78.73,15.20,,,,,,,
25697,09-02-2024 01:00:02,18.91,79.14,15.23,,,,,,,
25698,09-02-2024 01:10:02,18.97,78.78,15.22,,,,,,,
25699,09-02-2024 01:20:02,18.96,78.47,15.15,,,,,,,
25700,09-02-2024 01:30:02,18.83,79.06,15.14,,,,,,,
25701,09-02-2024 01:40:02,18.70,78.94,14.99,,,,,,,
25702,09-02-2024 01:50:02,18.65,80.48,15.24,,,,,,,
25703,09-02-2024 02:00:02,18.48,80.55,15.09,,,,,,,
25704,09-02-2024 02:10:02,18.42,80.18,14.96,,,,,,,
25705,09-02-2024 02:20:02,18.49,80.29,15.05,,,,,,,
25706,09-02-2024 02:30:02,18.50,79.57,14.92,,,,,,,
25707,09-02-2024 02:40:02,18.59,78.53,14.81,,,,,,,
25708,09-02-2024 02:50:02,18.65,79.52,15.06,,,,,,,
25709,09-02-2024 03:00:02,18.55,78.44,14.75,,,,,,,
25710,09-02-2024 03:10:02,18.47,80.01,14.97,,,,,,,
25711,09-02-2024 03:20:02,18.32,80.29,14.88,,,,,,,
25712,09-02-2024 03:30:02,18.23,80.25,14.79,,,,,,,
25713,09-02-2024 03:40:02,18.20,80.52,14.81,,,,,,,
25714,09-02-2024 03:50:02,18.20,80.95,14.89,,,,,,,
25715,09-02-2024 04:00:02,18.19,81.14,14.92,,,,,,,
25716,09-02-2024 04:10:02,18.15,80.97,14.86,,,,,,,
25717,09-02-2024 04:20:02,18.15,81.55,14.97,,,,,,,
25718,09-02-2024 04:30:02,18.15,82.09,15.07,,,,,,,
25719,09-02-2024 04:40:02,18.19,81.56,15.00,,,,,,,
25720,09-02-2024 04:50:02,18.18,81.31,14.94,,,,,,,
25721,09-02-2024 05:00:02,17.99,81.06,14.72,,,,,,,
25722,09-02-2024 05:10:02,17.82,81.13,14.56,,,,,,,
25723,09-02-2024 05:20:02,17.65,81.89,14.54,,,,,,,
25724,09-02-2024 05:30:02,17.49,82.42,14.48,,,,,,,
25725,09-02-2024 05:40:02,17.38,83.05,14.49,,,,,,,
25726,09-02-2024 05:50:02,17.30,83.59,14.51,,,,,,,
25727,09-02-2024 06:00:02,17.13,84.33,14.48,,,,,,,
25728,09-02-2024 06:10:02,16.95,85.01,14.44,,,,,,,
25729,09-02-2024 06:20:02,16.80,85.53,14.38,,,,,,,
25730,09-02-2024 06:30:02,16.63,86.01,14.30,,,,,,,
25731,09-02-2024 06:40:02,16.52,86.10,14.21,,,,,,,
25732,09-02-2024 06:50:02,16.41,86.51,14.17,,,,,,,
25733,09-02-2024 07:00:02,16.33,86.72,14.13,,,,,,,
25734,09-02-2024 07:10:02,16.25,86.85,14.07,,,,,,,
25735,09-02-2024 07:20:02,16.11,87.52,14.05,,,,,,,
25736,09-02-2024 07:30:02,15.99,88.36,14.08,,,,,,,
25737,09-02-2024 07:40:02,16.04,88.19,14.11,,,,,,,
25738,09-02-2024 07:50:02,16.24,87.71,14.21,,,,,,,
25739,09-02-2024 08:00:02,16.44,87.32,14.34,,,,,,,
25740,09-02-2024 08:10:02,16.61,86.83,14.43,,,,,,,
25741,09-02-2024 08:20:02,16.80,87.06,14.66,,,,,,,
25742,09-02-2024 08:30:02,17.21,86.04,14.87,,,,,,,
25743,09-02-2024 08:40:02,17.97,82.75,15.02,,,,,,,
25744,09-02-2024 08:50:02,18.63,80.85,15.29,,,,,,,
25745,09-02-2024 09:00:02,19.45,79.70,15.87,,,,,,,
25746,09-02-2024 09:10:02,20.33,77.34,16.26,,,,,,,
25747,09-02-2024 09:20:02,21.31,74.91,16.70,,,,,,,
25748,09-02-2024 09:30:02,21.99,71.10,16.54,,,,,,,
25749,09-02-2024 09:40:02,22.60,70.08,16.89,,,,,,,
25750,09-02-2024 09:50:02,23.07,68.87,17.06,,,,,,,
25751,09-02-2024 10:00:02,23.77,69.39,17.86,,,,,,,
25752,09-02-2024 10:10:02,24.47,67.36,18.05,,,,,,,
25753,09-02-2024 10:20:02,24.72,65.90,17.94,,,,,,,
25754,09-02-2024 10:30:02,24.54,66.12,17.82,,,,,,,
25755,09-02-2024 10:40:02,24.30,67.44,17.91,,,,,,,
25756,09-02-2024 10:50:02,22.69,68.20,16.55,,,,,,,
25757,09-02-2024 11:00:02,21.82,69.73,16.07,,,,,,,
25758,09-02-2024 11:10:02,20.95,72.17,15.77,,,,,,,
25759,09-02-2024 11:20:02,20.34,74.12,15.60,,,,,,,
25760,09-02-2024 11:30:02,20.10,75.64,15.68,,,,,,,
25761,09-02-2024 11:40:02,19.92,76.08,15.61,,,,,,,
25762,09-02-2024 11:50:02,20.03,75.76,15.64,,,,,,,
25763,09-02-2024 12:00:02,20.27,73.93,15.49,,,,,,,
25764,09-02-2024 12:10:02,19.99,75.48,15.54,,,,,,,
25765,09-02-2024 12:20:02,20.41,73.53,15.54,,,,,,,
25766,09-02-2024 12:30:02,20.46,74.59,15.81,,,,,,,
25767,09-02-2024 12:40:02,21.21,72.22,16.03,,,,,,,
25768,09-02-2024 12:50:02,21.98,72.20,16.77,,,,,,,
25769,09-02-2024 13:00:02,22.23,71.16,16.78,,,,,,,
25770,09-02-2024 13:10:02,22.33,68.33,16.23,,,,,,,
25771,09-02-2024 13:20:02,23.09,69.00,17.11,,,,,,,
25772,09-02-2024 13:30:02,23.43,68.34,17.29,,,,,,,
25773,09-02-2024 13:40:02,23.52,67.91,17.27,,,,,,,
25774,09-02-2024 13:50:02,23.11,68.42,17.00,,,,,,,
25775,09-02-2024 14:00:02,22.40,69.58,16.59,,,,,,,
25776,09-02-2024 14:10:02,21.90,71.94,16.63,,,,,,,
25777,09-02-2024 14:20:02,21.76,73.22,16.77,,,,,,,
25778,09-02-2024 14:30:02,21.31,73.85,16.47,,,,,,,
25779,09-02-2024 14:40:02,20.83,74.45,16.14,,,,,,,
25780,09-02-2024 14:50:02,20.94,75.10,16.39,,,,,,,
25781,09-02-2024 15:00:02,20.92,76.29,16.61,,,,,,,
25782,09-02-2024 15:10:02,20.96,75.38,16.47,,,,,,,
25783,09-02-2024 15:20:02,20.74,75.50,16.27,,,,,,,
25784,09-02-2024 15:30:02,20.41,77.42,16.35,,,,,,,
25785,09-02-2024 15:40:02,20.14,77.64,16.13,,,,,,,
25786,09-02-2024 15:50:02,20.18,77.93,16.23,,,,,,,
25787,09-02-2024 16:00:02,20.19,77.13,16.08,,,,,,,
25788,09-02-2024 16:10:02,20.10,76.44,15.85,,,,,,,
25789,09-02-2024 16:20:02,20.07,76.83,15.90,,,,,,,
25790,09-02-2024 16:30:02,19.70,78.20,15.82,,,,,,,
25791,09-02-2024 16:40:02,19.56,78.95,15.83,,,,,,,
25792,09-02-2024 16:50:02,19.51,80.42,16.07,,,,,,,
25793,09-02-2024 17:00:02,19.51,80.45,16.07,,,,,,,
25794,09-02-2024 17:10:02,19.22,80.19,15.74,,,,,,,
25795,09-02-2024 17:20:02,19.06,80.23,15.59,,,,,,,
25796,09-02-2024 17:30:02,18.89,82.20,15.81,,,,,,,
25797,09-02-2024 17:40:02,18.95,81.83,15.79,,,,,,,
25798,09-02-2024 17:50:02,18.80,82.02,15.68,,,,,,,
25799,09-02-2024 18:00:02,19.12,81.23,15.85,,,,,,,
25800,09-02-2024 18:10:02,19.53,79.97,16.00,,,,,,,
25801,09-02-2024 18:20:02,19.58,78.12,15.69,,,,,,,
25802,09-02-2024 18:30:02,19.25,79.26,15.59,,,,,,,
25803,09-02-2024 18:40:02,19.07,79.64,15.49,,,,,,,
25804,09-02-2024 18:50:02,18.82,79.58,15.23,,,,,,,
25805,09-02-2024 19:00:02,18.59,79.73,15.04,,,,,,,
25806,09-02-2024 19:10:02,18.27,80.53,14.89,,,,,,,
25807,09-02-2024 19:20:02,18.04,81.28,14.80,,,,,,,
25808,09-02-2024 19:30:02,17.76,81.73,14.61,,,,,,,
25809,09-02-2024 19:40:02,17.58,82.38,14.56,,,,,,,
25810,09-02-2024 19:50:02,17.39,83.48,14.58,,,,,,,
25811,09-02-2024 20:00:02,17.25,83.34,14.42,,,,,,,
25812,09-02-2024 20:10:02,17.11,83.83,14.38,,,,,,,
25813,09-02-2024 20:20:02,17.02,84.30,14.37,,,,,,,
25814,09-02-2024 20:30:02,16.90,84.80,14.34,,,,,,,
25815,09-02-2024 20:40:02,16.80,85.11,14.31,,,,,,,
25816,09-02-2024 20:50:02,16.75,85.89,14.39,,,,,,,
25817,09-02-2024 21:00:02,16.80,85.78,14.43,,,,,,,
25818,09-02-2024 21:10:02,16.84,85.74,14.45,,,,,,,
25819,09-02-2024 21:20:02,16.88,85.55,14.46,,,,,,,
25820,09-02-2024 21:30:02,16.94,85.33,14.48,,,,,,,
25821,09-02-2024 21:40:02,16.88,85.61,14.47,,,,,,,
25822,09-02-2024 21:50:02,16.91,85.78,14.53,,,,,,,
25823,09-02-2024 22:00:02,16.92,85.57,14.51,,,,,,,
25824,09-02-2024 22:10:02,16.91,86.06,14.58,,,,,,,
25825,09-02-2024 22:20:02,16.85,85.29,14.38,,,,,,,
25826,09-02-2024 22:30:02,16.72,85.68,14.32,,,,,,,
25827,09-02-2024 22:40:02,16.51,86.41,14.26,,,,,,,
25828,09-02-2024 22:50:02,16.41,86.83,14.23,,,,,,,
25829,09-02-2024 23:00:02,16.35,86.96,14.20,,,,,,,
25830,09-02-2024 23:10:02,16.31,87.03,14.17,,,,,,,
25831,09-02-2024 23:20:02,16.25,87.03,14.10,,,,,,,
25832,09-02-2024 23:30:02,16.10,87.21,13.99,,,,,,,
25833,09-02-2024 23:40:02,15.91,88.16,13.97,,,,,,,
25834,09-02-2024 23:50:02,15.96,88.42,14.06,,,,,,,
25835,09-03-2024 00:00:02,16.02,88.00,14.05,,,,,,,
25836,09-03-2024 00:10:02,16.05,88.02,14.09,,,,,,,
25837,09-03-2024 00:20:02,16.00,88.30,14.08,,,,,,,
25838,09-03-2024 00:30:02,16.01,88.31,14.10,,,,,,,
25839,09-03-2024 00:40:02,16.01,88.43,14.12,,,,,,,
25840,09-03-2024 00:50:02,16.02,87.77,14.01,,,,,,,
25841,09-03-2024 01:00:02,15.84,87.72,13.82,,,,,,,
25842,09-03-2024 01:10:02,15.82,87.69,13.80,,,,,,,
25843,09-03-2024 01:20:02,15.76,87.56,13.72,,,,,,,
25844,09-03-2024 01:30:02,15.85,87.59,13.81,,,,,,,
25845,09-03-2024 01:40:02,15.96,86.42,13.71,,,,,,,
25846,09-03-2024 01:50:02,16.06,86.34,13.80,,,,,,,
25847,09-03-2024 02:00:02,16.10,86.16,13.80,,,,,,,
25848,09-03-2024 02:10:02,16.17,86.81,13.99,,,,,,,
25849,09-03-2024 02:20:02,16.21,86.33,13.95,,,,,,,
25850,09-03-2024 02:30:02,16.26,86.37,14.00,,,,,,,
25851,09-03-2024 02:40:02,16.26,86.49,14.02,,,,,,,
25852,09-03-2024 02:50:02,16.32,86.40,14.06,,,,,,,
25853,09-03-2024 03:00:02,16.34,86.16,14.04,,,,,,,
25854,09-03-2024 03:10:02,16.34,86.24,14.06,,,,,,,
25855,09-03-2024 03:20:02,16.34,86.25,14.06,,,,,,,
25856,09-03-2024 03:30:02,16.32,86.40,14.06,,,,,,,
25857,09-03-2024 03:40:02,16.26,86.14,13.95,,,,,,,
25858,09-03-2024 03:50:02,16.24,86.66,14.03,,,,,,,
25859,09-03-2024 04:00:02,16.24,86.53,14.00,,,,,,,
25860,09-03-2024 04:10:02,16.19,86.81,14.01,,,,,,,
25861,09-03-2024 04:20:02,16.17,86.75,13.98,,,,,,,
25862,09-03-2024 04:30:02,16.13,86.97,13.98,,,,,,,
25863,09-03-2024 04:40:02,16.10,87.05,13.96,,,,,,,
25864,09-03-2024 04:50:02,16.01,87.39,13.93,,,,,,,
25865,09-03-2024 05:00:02,15.96,87.60,13.92,,,,,,,
25866,09-03-2024 05:10:02,15.89,87.79,13.89,,,,,,,
25867,09-03-2024 05:20:02,15.78,88.26,13.87,,,,,,,
25868,09-03-2024 05:30:02,15.81,88.45,13.92,,,,,,,
25869,09-03-2024 05:40:02,15.82,88.56,13.95,,,,,,,
25870,09-03-2024 05:50:02,15.83,88.13,13.88,,,,,,,
25871,09-03-2024 06:00:02,15.75,88.19,13.82,,,,,,,
25872,09-03-2024 06:10:02,15.62,87.78,13.62,,,,,,,
25873,09-03-2024 06:20:02,15.38,88.12,13.44,,,,,,,
25874,09-03-2024 06:30:02,15.28,88.98,13.49,,,,,,,
25875,09-03-2024 06:40:02,15.31,89.38,13.59,,,,,,,
25876,09-03-2024 06:50:02,15.39,89.14,13.63,,,,,,,
25877,09-03-2024 07:00:02,15.40,88.83,13.58,,,,,,,
25878,09-03-2024 07:10:02,15.45,87.89,13.47,,,,,,,
25879,09-03-2024 07:20:02,15.52,87.26,13.42,,,,,,,
25880,09-03-2024 07:30:02,15.53,86.71,13.34,,,,,,,
25881,09-03-2024 07:40:02,15.67,86.62,13.46,,,,,,,
25882,09-03-2024 07:50:02,15.81,86.08,13.50,,,,,,,
25883,09-03-2024 08:00:02,16.07,86.08,13.76,,,,,,,
25884,09-03-2024 08:10:02,16.20,84.97,13.69,,,,,,,
25885,09-03-2024 08:20:02,16.30,85.39,13.86,,,,,,,
25886,09-03-2024 08:30:02,16.48,84.79,13.93,,,,,,,
25887,09-03-2024 08:40:02,16.70,84.10,14.02,,,,,,,
25888,09-03-2024 08:50:02,16.73,84.09,14.05,,,,,,,
